ValueG,DIFF_BRG,ValueR,DEFECT_RBG,PKR.B,MinG,DEFECT_SIZE_Y,PKG.B,MaxB,BlackRatio,ValueB,MeanG.B,G,PKB.R,DEFECT_LENGTH,PKR,CBlobCnt,DEFECT_SIZE_X,DEFECT_AREAR3,CTB,DEFECT_TYPE
-35.38604,30,-30.59122,148,2.628061,49.55115,3.57,0.4779947,92.84637,1.877281,-27.75585,1.633984,77.75338,-0.5123192,5.276,53.81868,2.976636,3.885,2.566,67.4143,NG
-49.23209,-34,-52.99156,128,2.131311,86.93581,4.663,-0.52116,190.8178,2.271579,-55.88287,2.034928,121.2486,0.259569,6.093,71.39728,-0.2826547,3.922,2.712,130.7407,G
-51.3095,54,-47.85979,197,3.199772,57.80325,5.075,0.122849,114.8956,0.4199962,-40.03772,2.294153,96.20208,-1.42327,6.961,121.0963,1.658601,4.764,3.541,68.56093,G
-41.93823,36,-28.39733,160,2.185921,54.30019,3.267,-0.01571909,143.9475,1.334061,-45.28756,1.494818,97.67338,-0.1037364,4.209,81.04203,4.040995,2.654,2.308,110.7457,NG
-14.27943,-29,-14.63402,95,3.216806,34.07665,8.83,-0.31868,79.97354,2.079519,-11.76449,1.928948,45.68014,-1.006364,9.54,54.72997,-0.3405112,3.611,2.224,48.64439,G
-38.09331,-32,-34.08897,150,2.029093,64.14907,5.896,-0.04553497,116.1822,1.929089,-34.17077,2.079995,96.76475,-0.3863296,7.666,70.84556,1.370641,4.9,4.032,90.07589,G
-42.16277,90,-37.10524,167,2.676821,41.15041,6.495,-0.6694992,123.6634,1.133551,-41.8752,2.024905,64.40477,-0.4934805,7.965,61.49848,-0.05667925,4.61,3.219,59.0875,NG
-40.78503,-26,-26.44742,142,2.528383,88.88672,6.844,-0.3416596,100.1149,1.590972,-36.74308,2.134361,98.26552,-0.6356406,8.18,55.46707,0.2918314,4.481,2.853,79.71958,NG
-49.85584,58,-46.34166,205,3.028206,53.7641,4.888,0.5138694,120.7571,0.9541324,-42.08993,2.022019,104.0252,-1.370148,6.938,123.574,0.7441211,4.924,2.735,85.30183,NG
-48.96949,-20,-47.10416,132,2.893651,78.32851,4.9,-0.5219565,182.9396,1.475388,-51.72394,1.465819,118.8604,-0.8951833,6.201,124.0046,9.649471,3.8,2.14,126.2781,NG
-30.33958,-29,-29.61275,139,2.785459,58.58189,14.616,-0.09904243,125.5641,1.632317,-24.06091,1.440413,91.76261,-0.7261963,15.632,52.59376,12.0479,5.544,6.752,82.97665,G
-15.44446,-21,-16.15894,115,2.421743,49.49055,3.835,-0.3522775,99.18006,2.197591,-21.18821,1.685,75.72515,-0.6583983,6.575,77.10101,-0.5350288,5.341,2.002,93.94829,G
-27.02255,-52,-29.47278,184,1.994175,61.53187,4.664,-0.1733199,94.99046,2.299152,-27.07391,1.587592,87.39119,-0.9500505,6.443,65.28736,0.190067,4.445,3.341,82.53829,G
-35.80132,-45,-36.75109,142,2.090663,78.96079,4.671,-0.02478507,160.2872,1.74731,-44.80157,1.914387,114.5596,-0.3509996,5.374,75.89279,-0.153744,2.657,2.502,130.8278,G
-22.90926,-41,-16.44101,109,1.664819,61.03289,4.635,-0.7796102,107.7016,2.239237,-32.92591,1.710723,67.81288,0.1977077,5.492,40.59747,-0.03244345,2.945,2.104,94.01049,G
-31.90136,-34,-14.63352,167,2.055175,58.80869,4.98,0.2572591,62.10248,2.071108,-19.25558,2.473056,75.40928,-0.5242793,6.163,35.68857,0.1522742,3.63,3.36,54.95405,NG
-45.32413,-58,-45.73655,158,3.936857,96.41997,3.059,1.169668,73.98313,1.381035,-13.69011,3.252531,120.9385,-0.8769359,5.463,106.3831,-0.07873389,4.526,2.069,61.41324,NG
-29.94225,-38,-29.20403,157,2.024546,72.7826,5.858,0.09917911,120.8397,1.773321,-24.6725,1.817332,96.73369,-0.2984981,7.997,43.90226,0.1766672,5.443,4.138,89.73669,G
-51.57539,-44,-49.61927,167,2.979742,87.8544,3.413,-0.53185,177.1413,0.842765,-54.08092,1.292968,119.5236,-1.08126,4.809,94.78209,2.950471,3.389,2.869,119.2823,G
-43.16759,-46,-56.67144,171,3.38743,85.0148,5.047,0.3457544,92.95366,1.874605,-21.81938,2.230275,127.0374,-0.7940187,6.908,149.2889,-0.5336286,4.716,3.723,82.56939,NG
-34.41523,-44,-42.00341,155,3.429362,91.21532,4.713,0.5752965,119.6795,2.235236,-21.57948,1.901112,119.7134,-1.418493,5.543,127.6299,-0.3948385,2.917,2.498,90.36884,NG
-22.98507,-46,-22.59117,136,2.873521,47.48303,15.101,0.282753,90.62916,2.177918,-18.18229,1.69809,69.54914,-0.5694441,15.811,46.65352,0.8757391,4.686,2.741,63.35044,G
-24.07302,-40,-19.00013,174,1.74799,44.16186,51.577,-0.6042918,74.38873,1.538519,-21.59404,1.58561,58.02493,0.9464686,155.41,27.15614,15.58358,146.602,40.394,60.40831,G
-52.23667,-36,-48.67787,130,2.757982,105.4336,5.47,-0.6279639,161.5094,2.208439,-54.35696,1.97522,122.0162,-0.7633426,6.031,108.0025,0.1736386,2.54,2.49,125.5993,G
-34.81543,-34,-24.97406,173,2.72383,75.60304,3.707,1.256545,52.39268,2.08259,-15.85729,2.482018,84.74256,-1.422034,6.048,59.62979,0.05349007,4.779,2.297,44.59988,NG
-55.6708,-28,-48.15458,115,2.469866,71.0846,2.85,-0.6368898,195.0381,1.237552,-60.45323,1.262621,131.4883,-1.22665,5.076,144.3466,1.18132,4.2,3.127,140.7478,NG
-12.53331,-18,-13.14094,80,2.705518,32.77993,2.109,0.2923288,63.20308,2.173292,-7.89159,2.495401,39.71021,-0.8354711,2.983,27.8113,2.349729,2.109,2.109,33.93621,NG
-28.83078,48,-24.78783,200,2.840218,45.38643,8.5,-0.5276817,186.3804,0.5673822,-32.34564,1.673698,83.25524,-0.8409437,9.46,52.99736,10.88289,4.152,2.275,101.7586,NG
-73.50593,-40,-35.93849,164,3.175045,105.888,3.491,1.173725,74.92082,2.143195,-29.92509,2.576575,135.875,-1.497562,4.72,86.64706,-0.04729735,3.176,2.08,53.22075,NG
-48.27546,-56,-21.95999,131,2.259617,68.60873,3.505,-0.6121137,155.9469,1.69596,-40.7393,1.725951,118.7093,-0.5098152,7.563,61.6545,-0.225309,6.701,3.365,112.4474,NG
-54.77279,-33,-59.93427,152,3.743547,90.32874,5.136,1.304836,65.40597,1.788914,-16.52143,3.14249,124.8313,-0.9144507,7.304,128.2702,0.2782201,5.193,3.969,59.89676,NG
-26.11387,-22,-14.85615,121,2.242411,58.71635,4.946,-0.0697087,122.2477,1.449703,-32.81528,1.977182,73.3944,1.238012,8.791,26.43154,0.7661445,7.267,4.154,90.3314,G
-51.10094,105,-39.86418,201,1.551838,45.26304,6.909,-1.012197,133.0804,0.7263622,-51.04877,1.242595,85.18654,0.2766756,9.402,55.6588,-0.02568537,6.378,4.422,80.5191,NG
-38.36107,-35,-24.92878,156,2.512566,59.60774,3.15,0.451244,52.22162,1.82356,-20.54681,2.102966,80.16419,-0.9141155,4.371,59.24879,-0.2264355,3.03,2.481,44.83071,NG
-17.46036,-38,-18.29513,128,2.073806,44.32884,4.572,-0.2284166,76.19576,1.934169,-16.12238,1.550785,58.5893,-0.3429551,5.316,44.1925,-0.4682841,2.713,2.09,56.99683,G
-31.90639,-37,-23.40989,150,2.670036,55.259,4.966,-0.09249742,70.59481,1.553396,-15.85679,2.630144,80.72122,-0.7488958,7.542,49.71703,-0.5711955,5.676,4.008,61.01137,NG
-54.21769959,-36,-55.09256242,142,2.090971329,71.97722432,4.994,-0.706423121,191.1981588,1.250586741,-51.59513714,1.867405625,135.1468577,-0.684388641,6.693,89.60586887,7.962723316,4.456,2.212,139.9201272,G
-39.05481,96,-32.56815,190,2.4973,44.0341,4.696,0.09493684,147.5903,0.7234472,-43.47006,1.462219,73.09921,-1.168513,6.466,58.21896,0.04439277,4.445,3.231,76.23196,NG
-3.812145,-25,-7.40586,121,2.753918,28.92207,9.564,0.2150951,53.51037,1.975395,-6.167606,2.2235,45.40844,-0.6077082,13.345,47.88829,-0.621121,9.308,5.698,48.71005,G
-31.79237,-23,-28.66714,99,2.971312,55.49104,2.1,0.02173053,102.7586,1.272438,-27.90221,2.15193,78.09775,-0.4493938,2.97,68.90083,2.500705,2.1,2.1,71.35111,NG
-36.81805,-27,-27.2352,145,1.773345,66.00781,3.772,-0.6294282,127.7358,1.558199,-40.39403,1.442379,93.9111,0.4114763,4.652,59.84257,1.239583,2.722,2.018,106.1955,NG
-38.42841,-50,-34.71982,165,3.71905,96.83349,3.822,1.228902,72.70447,2.262383,-13.65672,2.778498,122.29,-1.563913,5.244,83.03886,-0.1201741,3.591,2.038,63.73568,NG
-21.8443207,-38,-19.13439218,124,2.399447742,64.25282589,3.399,-0.246742609,95.84116576,1.624016237,-21.03389463,1.770644248,92.26180296,-0.298652322,4.363,81.95319931,0.121404061,2.736,2.416,81.5382724,G
-16.8503,-34,-11.63614,138,2.374185,49.19006,7.073,0.2010963,102.6307,2.090224,-15.84256,2.268513,64.21544,-0.1908135,10.096,39.22016,0.2054209,7.204,3.452,65.93755,G
-28.63914,-27,-24.20891,117,2.776794,53.95555,4.875,-0.4724066,84.77524,1.313779,-28.66766,1.750216,65.23863,-0.8375003,6.534,60.9175,-0.3582011,4.35,2.606,63.87391,G
-17.57717,-29,-14.85426,113,2.048658,47.39295,4.818,-0.7564332,75.59448,2.039351,-25.05482,1.881926,61.85969,-0.8462293,7.186,57.50122,-0.6632813,5.332,3.023,70.53267,G
-41.75306,-38,-60.30995,158,3.857083,80.38106,2.925,0.9994829,95.71917,2.039535,-25.96304,1.870877,117.6045,-1.335486,5.304,165.4487,-0.5741052,4.425,2.274,81.57491,NG
-49.93487,-34,-28.49214,166,2.788391,78.90834,3.467,0.430262,77.37483,1.905532,-24.62831,2.209057,89.39319,-0.6664359,5.95,57.12019,-0.6756038,4.835,2.082,56.14801,NG
-53.93222,-48,-67.28486,124,2.969614,85.72955,3.172,-0.5636683,204.0854,1.759595,-43.10369,1.844993,157.4722,-0.9764979,4.659,231.7451,7.83091,3.413,2.717,133.0851,G
-12.32823,-19,-10.16013,111,2.474811,39.16447,2.1,-0.4538255,71.93106,2.05159,-17.73921,1.644581,61.26081,-0.3314445,2.97,29.69367,-0.1683001,2.1,2.1,58.03775,G
-49.08773,-31,-44.2279,137,3.783396,75.00454,3.861,0.1981328,69.55619,1.979951,-23.25669,2.841235,113.0261,-1.480547,6.849,128.71,-0.01976796,5.656,3.228,58.03872,NG
-27.36185,-50,-29.29987,114,2.717166,85.70571,4.779,-0.1751763,191.5491,1.990866,-30.37759,1.727443,107.0796,-0.3733325,5.343,85.66887,2.243281,2.39,2.935,124.6914,G
-28.26842,-23,-13.48076,134,1.543967,77.98632,7.35,-0.5970289,182.2863,1.845037,-34.13887,2.042578,100.9143,0.6546682,10.812,54.16298,2.269623,7.929,2.293,118.6729,G
-17.12972,-49,-17.7823,116,1.985351,48.53596,8.707,0.4604251,145.8772,1.453086,-18.24036,2.357041,92.13526,-1.090492,10.959,45.03317,0.6195996,6.655,4.12,90.7781,G
-19.33163,-24,-13.50719,124,2.21261,58.02216,5.559,0.1676888,117.7466,1.362574,-17.47666,2.190042,89.07979,-0.3500094,7.316,59.35699,-0.5414286,4.756,2.613,109.5515,G
-9.751862,-61,-13.27178,59,2.408248,42.84798,3.873,-0.7394128,182.7329,1.664761,-12.53364,1.826461,87.11973,-0.6124902,5.997,84.16992,1.482294,4.579,2.74,116.4401,G
-47.89903,-52,-27.53693,150,2.707263,68.12673,3.453,0.946308,63.32904,1.732186,-24.89612,2.784473,89.37176,-0.9347479,4.742,64.69896,-0.06990972,3.251,2.221,51.05059,NG
-30.12935,-29,-28.98604,134,1.427273,61.32058,9.315,-0.01431075,175.516,2.222216,-36.13226,1.837578,113.6946,0.3884249,11.709,46.49011,1.563641,7.095,5.236,132.1813,G
-20.37033,-66,-8.07226,107,2.417587,38.91899,5.126,-0.6156824,104.0224,1.329267,-24.95107,1.142901,56.18262,-0.04732955,12.092,30.79479,-0.02042745,10.952,5.637,65.57767,NG
-27.75128,-18,-9.959456,126,1.756891,64.74916,5.57,-0.6112918,111.6274,1.871748,-43.03075,1.139457,73.97422,2.498489,7.685,25.28411,-0.2050668,5.296,2.201,100.6563,G
-56.52525,-64,-52.89028,137,2.277986,84.18852,3.199,-0.2829162,227.9327,1.126178,-62.3212,1.151902,143.1048,-0.2250144,4.128,77.03659,10.5679,2.609,2.226,158.6192,NG
-24.64013,-34,-26.68019,173,2.836195,56.02748,2.1,0.1448341,64.3444,1.659973,-16.52566,2.185771,79.65806,-1.120323,4.696,64.40193,-0.4653297,4.2,2.97,56.56634,NG
-46.21292,-34,-39.56329,146,2.838753,115.3802,3.335,1.965357,69.96828,1.338219,-14.59135,2.928446,133.2074,-0.9546702,4.895,89.52787,-0.5520277,3.582,2.529,63.52863,NG
-48.88458,-25,-40.33765,120,2.915893,80.8944,2.94,0.2882296,113.6997,1.169778,-35.48622,2.005927,118.4791,-0.8016378,4.465,67.61969,0.4474857,3.36,2.305,88.77117,NG
-22.21343,-18,-12.40834,142,2.053038,61.8998,5.084,-0.1809442,88.57879,1.566144,-31.40417,1.694303,67.4306,0.815713,5.735,30.61277,-0.2029499,2.653,2.356,84.53984,G
-91.04831,102,-91.73966,235,2.870097,64.68436,17.162,0.119152,256.9575,1.207362,-94.86423,2.086525,159.7119,-0.9917332,22.796,253.1461,50.32653,15.003,10.807,135.1026,NG
-13.46727,-35,-10.27034,143,1.435102,49.10864,7.053,0.1591513,120.0983,1.759371,-22.82035,1.269071,69.32274,0.8620231,8.628,28.79264,-0.606231,4.97,4.393,100.7877,G
-21.12447,-22,-14.53414,113,2.085004,64.82304,4.783,0.2314993,82.121,1.657323,-17.83663,2.293559,93.48646,-0.3818102,6.542,50.56206,-0.1696402,4.463,2.83,76.99138,G
-13.89443,-50,-13.9104,117,2.320459,44.86958,4.42,-0.01042664,98.97536,1.342772,-26.26197,1.697192,59.31331,-0.5866332,6.262,41.90949,0.1080899,4.436,2.103,70.65636,G
-33.1373,-22,-13.92658,132,2.227553,83.65375,5.133,-0.1087693,116.7326,1.644723,-45.31885,1.706588,94.44529,0.4701772,7.043,38.80646,0.2866453,4.822,2.748,107.8948,G
-52.58967514,-54,-83.28688368,145,3.077256287,85.4100985,5.11,0.561879674,138.0932117,1.608086141,-40.48591535,2.347437951,119.6160433,-0.99792135,8.498,126.0045255,-0.226020837,6.79,4.527,87.36924344,NG
-7.19069,-41,-7.775869,114,2.285349,31.67787,5.086,-0.5193657,107.4059,1.792657,-17.04653,1.932642,62.36108,0.5753655,8.657,28.04218,-0.4270576,7.005,4.903,83.75295,G
-6.972447,-23,-6.807868,128,2.573591,29.41351,5.742,0.4355558,88.24255,2.266706,-9.156243,2.320698,51.1847,-0.03463258,11.255,23.17581,1.093254,9.68,5.574,55.07158,G
-32.15018,-33,-31.97131,139,2.091946,71.01835,5.296,0.3908391,81.15647,2.115839,-23.11047,2.094775,92.63367,-0.9098497,8.406,70.85511,0.06454246,6.528,3.731,67.5799,G
-50.98688,-43,-52.20848,172,4.036356,106.4781,2.808,1.964221,62.88144,1.582493,-17.90161,2.783127,126.0481,-0.8316567,4.312,121.9783,-0.5225244,3.272,2.036,53.5514,NG
-57.44392,-36,-52.76063,129,3.171493,73.89143,3.325,-0.6285971,213.6058,1.240111,-65.53885,1.788761,123.1834,-1.395442,5.043,144.5295,3.077419,3.792,2.608,126.9265,G
-44.59587,-28,-72.80812,119,1.99565,92.9418,6.725,-0.7129519,147.2551,1.691878,-50.00571,1.543612,106.8305,-0.8835685,10.186,74.06155,2.266043,7.65,3.247,116.9713,NG
-31.5031,-43,-30.94192,153,3.970519,79.70705,4.816,1.012817,42.80945,1.539851,-13.11423,2.857665,88.21677,-1.62868,5.563,76.89681,-0.5516047,2.785,2.711,39.8034,NG
-63.87564,-32,-28.95581,147,1.657085,89.82367,4.626,0.3110336,147.7414,1.738694,-42.92752,2.214544,152.9054,-0.1758166,5.23,53.37607,0.1097781,2.441,2.046,122.6638,NG
-24.00248,-40,-22.73326,142,2.135549,42.77123,4.44,-0.9301986,109.73,1.828385,-31.09364,1.752599,68.48773,-0.5914553,6.194,74.95237,-0.492214,4.318,2.26,81.851,G
-44.31946,-44,-29.21024,202,1.912139,97.46124,4.398,0.2525079,125.186,1.833034,-31.67632,1.928078,113.9295,-0.6566022,6.421,70.00715,-0.1980647,4.678,2.69,104.0663,NG
-12.05671,-41,-10.42764,124,2.628294,37.92062,6.736,0.4567884,74.94774,1.486043,-8.598213,2.026782,52.94368,-1.071214,9.484,35.78335,0.06477334,6.676,3.486,52.2385,G
-19.81779,-49,-19.76249,130,2.783912,39.49212,5.307,0.07610188,62.84438,1.759466,-19.87189,1.870338,54.10237,-0.5833652,7.576,59.11856,-0.5981566,5.407,2.482,53.75867,G
-88.69685,90,-88.68362,221,2.528695,83.60146,15.081,0.4862974,124.0328,0.5723796,-70.05061,1.912954,125.3374,-1.281119,18.489,137.2455,0.1671805,10.696,8.552,69.28023,NG
-30.00507,-32,-24.27547,163,2.300653,53.63033,3.511,0.6450933,60.31814,1.876488,-17.83193,2.609886,82.58018,-0.8910612,4.942,59.37335,-0.3292118,3.478,2.103,54.1598,NG
-40.67435,-57,-22.06938,149,2.274532,70.87841,5.25,0.1670651,72.54981,1.462106,-25.03739,1.942012,89.19194,-0.4762852,7.399,54.04775,-0.0874682,5.213,3.586,60.74569,G
10.31242,-43,3.445959,125,1.622115,16.34986,14.939,-0.931314,82.62792,2.131869,-3.175036,1.796961,41.8103,2.636974,19.759,12.38471,0.1346229,12.933,8.16,63.2505,G
-40.89931,-42,-37.7671,186,2.415419,89.85285,3.383,0.2447609,163.958,1.576705,-15.4723,2.409466,118.3574,-0.4724869,6.213,81.86144,1.58644,5.211,2.81,100.9033,NG
-26.46846,-43,-21.75404,121,2.020796,67.2079,16.887,0.01406512,96.70244,2.04119,-21.94769,2.22367,73.90171,-1.167219,30.118,61.27928,-0.04404233,24.938,4.005,71.39624,NG
-35.17169,-21,-28.85107,148,2.166299,76.61594,4.601,-0.5222751,106.0199,1.48988,-44.9472,1.507436,85.32025,-0.4121343,5.372,72.22239,-0.3723505,2.773,2.202,94.61016,G
-47.47763,-68,-51.996,186,3.865334,84.91095,3.372,1.356905,81.29091,2.260049,-15.49896,3.022159,125.5239,-1.675166,5.67,112.9878,-0.09690498,4.558,2.234,72.84018,NG
-47.32976,-38,-31.58507,151,2.96896,73.84752,5.045,0.101526,180.8574,1.458379,-16.81454,1.781152,119.5068,-0.194612,6.42,73.41866,1.821428,3.97,3.48,118.9854,NG
-23.5884,-38,-20.8109,150,2.329128,47.74018,30.651,0.4385592,91.19029,1.321154,-13.8128,2.596833,69.28075,-0.5647129,61.109,36.69875,1.504103,52.866,6.928,52.61202,G
-59.6895,-27,-63.61981,158,3.911677,82.40147,3.656,1.544176,197.5846,1.208903,-44.45936,1.732381,134.54,-1.356137,5.17,157.8853,3.274313,3.656,2.361,123.8385,NG
-23.7251,-26,-19.04093,136,1.899368,60.04704,9.275,0.3586704,100.6367,2.267865,-19.29541,1.940395,81.02964,-0.7210779,10.801,51.42437,0.2627148,5.534,5.254,76.47137,G
-56.44718,-45,-52.60823,173,3.159316,89.41685,3.99,0.4141419,87.68679,1.32954,-26.8909,2.787448,134.7286,-0.8385116,5.098,114.9346,0.2757377,3.173,2.059,79.2967,NG
-43.63954,-42,-55.72651,150,3.913747,83.18229,3.225,0.2782025,87.00361,2.158917,-17.26155,2.704133,120.229,-0.8170977,4.508,143.9948,-0.5843068,3.15,2.65,71.38585,NG
-53.35557,-37,-55.10367,138,1.877066,84.72759,4.314,-0.5891436,157.1957,2.16087,-50.32157,1.72402,123.6068,-0.7400861,5.676,96.15483,-0.151965,3.689,2.015,118.8298,G
-32.76654,-26,-23.40053,143,1.56204,60.68139,2.625,-0.5021193,117.7251,1.832672,-38.15227,1.758433,83.80472,0.4967762,3.741,45.53652,2.287177,2.665,2.086,101.5473,G
-19.79505,-49,-18.5682,141,1.665787,54.93367,7.332,0.317783,81.56684,1.874492,-23.87788,1.286026,67.09075,1.068543,11.818,26.08855,3.663826,9.269,4.971,67.43394,G
-72.64705,40,-68.04195,222,1.83331,101.1684,4.93,-0.04323344,168.8912,0.9756216,-67.42987,2.222724,134.5512,0.429203,8.389,66.00869,0.2604433,6.787,4.301,106.9101,NG
-34.2633,-43,-22.14823,173,2.873898,74.9749,3.052,0.4086386,59.1192,1.522606,-18.6265,2.815031,85.38489,-0.625666,4.583,54.01431,0.05984036,3.419,2.196,55.46703,NG
-6.147513,-43,-8.679259,173,2.076968,30.07444,7.851,-0.7535036,133.9947,1.538606,-11.87374,1.904388,65.94789,-0.5047914,11.968,42.53706,0.458247,9.032,6.087,76.30147,G
-24.55389,-39,-19.80222,148,2.262663,52.26903,4.726,0.1084896,133.2352,1.972445,-34.01557,1.739341,79.59487,0.8513215,6.783,40.59592,-0.1232697,4.866,2.254,99.52786,G
-45.04032,-29,-41.58162,148,3.291971,100.6708,4.505,0.7278873,66.51192,1.846825,-15.07637,2.654734,120.5941,-1.063058,5.698,94.45378,0.207705,3.489,2.304,57.54201,NG
-47.92271,-32,-39.81834,140,2.72727,110.5405,4.709,-0.08767736,101.049,2.15299,-33.09053,2.284853,127.1155,-0.6015481,6.083,77.10498,-0.4618645,3.85,2.652,90.75364,G
-31.6283,-81,-25.55477,110,2.418734,52.8072,6.604,-0.3275142,102.4038,1.498132,-26.25729,2.096695,80.88858,-0.4764339,8.147,51.57842,12.32456,4.771,4.353,72.41036,G
-59.87378,-20,-58.6987,126,2.298743,68.73528,4.644,0.1219376,192.8315,1.540122,-63.79927,2.025684,132.5401,-0.3628533,7.009,105.158,10.29382,5.25,2.155,141.9717,NG
-32.57056,-38,-31.36946,171,2.54438,59.47122,4.974,0.02872679,68.88045,1.534839,-18.49648,1.733282,78.9426,-1.135618,7.093,76.36837,0.2481645,5.057,2.862,58.82662,NG
-37.78022,-35,-44.02124,110,2.58023,72.24552,12.509,-0.08291282,195.8137,1.378234,-37.1174,2.175188,104.8657,-0.7825498,12.987,105.8599,0.438489,3.492,4.976,111.9315,NG
-12.33495,-27,-17.27099,99,2.371351,36.31093,5.18,-0.8116022,62.04873,2.277577,-17.87498,2.005304,48.1933,-0.1179646,6.826,38.47482,0.2858199,4.445,2.541,55.10212,G
-5.683923,-53,-7.738195,132,2.475182,26.72891,4.797,-0.5832022,66.09401,1.731172,-11.0072,2.064407,39.64117,-0.8834774,9.742,32.79211,-0.5527479,8.479,3.922,45.30571,G
-4.516546,-49,-7.745582,121,2.34033,30.40535,8.489,0.3745948,66.82854,1.639018,-6.353146,2.041942,48.35652,-0.7059506,10.713,22.94466,-0.5460144,6.535,4.65,49.08292,G
-35.7029,-35,-37.48892,173,1.847879,85.51287,4.78,-0.04528115,152.1925,1.927619,-48.84304,1.575071,119.604,0.5438073,5.401,64.65922,0.05145941,2.514,2.114,133.3588,G
-136.9585,49,-154.2297,255,2.916106,84.52981,23.674,-0.8126027,256.4244,0.8286845,-136.2205,1.949177,185.3816,-0.6127525,30.454,253.2816,3.381555,19.157,14.896,130.3103,NG
-37.31986,-19,-15.99926,148,1.990676,82.06829,4.932,0.1659155,118.0754,2.158451,-50.8999,1.83074,97.37489,1.27183,6.841,41.89645,0.2042295,4.741,2.496,104.1242,G
-30.52036,-31,-24.57381,129,2.097086,72.53736,4.691,0.4663318,102.7877,2.288546,-24.06277,2.120399,89.45379,-0.6817052,5.565,60.85893,0.03723683,2.994,2.563,72.4028,G
-21.42758,-24,-10.87888,120,1.961157,63.86671,3.281,0.5223369,58.4671,1.412848,-12.8579,2.60162,66.88873,-0.7215124,4.579,28.39635,-0.6294506,3.194,2.008,53.38912,G
-46.80243,-47,-28.03494,164,2.587886,72.88152,4.718,-0.4678204,214.7993,1.463298,-45.32346,1.697187,129.3406,0.1692125,5.458,80.63049,2.578027,2.744,2.364,128.0233,G
-10.57448,-51,-12.53621,137,2.666005,33.01715,4.68,0.1162563,60.10898,2.12948,-13.76783,1.577161,42.01131,-0.3979892,10.672,46.54419,0.1378562,9.591,3.648,47.89063,G
-25.79618,-26,-12.17151,132,2.379866,55.69926,4.756,-0.5168092,82.69774,1.364024,-32.15079,1.111593,66.67627,0.4902177,6.704,33.50761,-0.6091314,4.725,2.382,72.67791,G
-41.613736,-31,-26.66343119,169,2.634558722,55.62240237,3.658,0.92755113,58.11931393,1.725415594,-16.41240221,2.845840195,93.80055157,-0.526184613,5.221,60.89213529,-0.062154442,3.726,2.439,49.91182161,NG
-26.8442,-23,-13.57283,113,1.478304,74.59418,5.524,-0.1712307,122.8872,1.644406,-32.57445,1.337057,89.89328,0.2707085,6.751,39.42593,-0.08268403,3.88,2.131,114.0728,G
-25.27945,-55,-25.11478,122,2.434009,55.79731,5.135,-0.06085391,215.8024,1.699615,-16.79404,1.908857,104.8863,-1.291904,7.222,61.64219,7.153112,5.078,2.985,127.0506,G
-17.55051,-37,-26.99487,161,2.655834,57.06872,19.509,-0.2216615,200.5934,1.307161,-28.22262,1.521665,107.22,-0.5480675,26.182,90.7251,14.76787,17.461,11.612,130.4015,NG
-63.50358,62,-62.28305,187,1.926146,80.00133,4.268,0.1994879,158.9012,1.252222,-60.05801,2.243092,125.5597,-0.7817801,5.789,67.2346,-0.3496851,3.912,2.79,98.06358,NG
-13.25977,-20,-11.21846,118,2.793749,41.94765,7.418,-0.1555917,77.67899,1.396069,-11.5181,1.525465,52.61624,-0.9684157,8.113,34.72889,-0.5427408,3.285,3.882,51.20399,G
-36.17804,-50,-30.43289,126,2.486555,96.90652,5.04,0.430278,110.3936,1.36276,-26.25428,1.860486,118.8601,-0.7610788,5.854,74.33121,-0.5266506,2.978,2.66,90.85484,G
-23.66201,-27,-18.45818,132,2.415897,61.2108,4.978,-0.2494887,114.4436,2.242202,-27.50155,2.025869,80.33634,-0.2560161,5.954,41.2748,-0.5435759,3.267,2.085,91.38015,G
-42.13795,-31,-23.7225,140,3.071355,64.48951,4.031,0.3333124,58.67303,1.430114,-19.62672,2.334707,86.46355,-0.4308119,5.605,53.29363,-0.3606259,3.895,2.723,48.33727,NG
-37.99195,-37,-19.82185,153,2.728958,72.7477,3.434,0.4604119,85.04907,1.933362,-24.64259,1.986325,96.79635,-0.1027409,5.166,50.27377,0.00145004,3.859,2.368,72.56641,NG
-15.80666,-24,-12.61981,105,2.366877,46.22957,3.019,0.5679637,48.17416,2.234163,-11.07781,1.494355,47.80733,-0.6956291,4.269,36.24573,-0.3242671,3.019,2.145,44.682,G
-45.07739,-59,-49.1681,165,3.225719,99.66688,5.265,1.096114,66.33063,1.362722,-14.23911,3.348772,124.9365,-1.136189,7.544,108.6969,-0.1885877,5.402,2.678,60.11335,NG
11.64793,-64,2.558388,151,2.39601,43.19743,10.909,-0.2945495,169.438,2.054974,7.593683,1.640229,80.48447,-0.4282272,15.336,45.80908,1.577749,10.779,6.658,117.0743,G
-21.76811,-23,-21.51692,109,1.676565,61.13679,3.118,-0.1379328,94.53206,1.475096,-34.20483,1.567744,66.20799,0.28883,5.542,35.58966,-0.2047248,4.582,2.137,88.79027,G
-8.309518,-97,-8.485206,115,2.139172,38.35432,6.957,-0.3285168,126.5482,1.590592,-12.81729,1.158046,65.71957,0.1464776,8.543,40.23784,0.1484077,4.958,4.685,95.71213,G
-35.44846,22,-31.79073,161,2.213602,56.92101,40.073,0.3230085,91.58685,0.9493818,-31.05328,1.697141,79.38005,-0.2945013,40.128,51.67358,5.906926,2.109,2.983,67.15175,NG
