ValueG,DIFF_BRG,ValueR,DEFECT_RBG,PKR.B,MinG,DEFECT_SIZE_Y,PKG.B,MaxB,BlackRatio,ValueB,MeanG.B,G,PKB.R,DEFECT_LENGTH,PKR,CBlobCnt,DEFECT_SIZE_X,DEFECT_AREAR3,CTB,DEFECT_TYPE
-43.5002,-34,-37.92157,151,2.989474,89.76076,3.706,0.6861796,118.3599,1.439308,-18.09181,2.485382,122.6642,-0.6480253,4.67,99.05997,4.199058,2.841,2.007,80.94118,NG
-33.46426,-25,-21.30875,120,2.408694,93.7932,3.402,0.04781168,91.95086,1.780055,-32.51323,1.796513,99.93292,0.03926871,6.291,44.93549,0.07577107,5.292,2.496,84.59615,G
-58.31636,-52,-56.04128,113,2.541219,78.83214,3.453,0.1500869,190.6211,1.5173,-61.11953,1.229116,142.3157,-0.01330026,4.475,122.7497,7.032751,2.847,2.553,152.8471,NG
-30.40662,-59,-24.68858,162,2.160459,62.16266,5.476,0.3156516,115.4645,1.526947,-23.01529,2.506518,102.3631,-0.03125811,6.537,58.57506,2.629506,3.57,2.757,83.49204,G
-30.60269,-43,-18.67751,151,2.46475,73.88181,3.223,0.1179823,78.41056,1.492224,-21.09552,2.590102,94.48719,0.09487789,5.811,47.34012,-0.1716742,4.835,2.081,70.67885,NG
-13.32515,-24,-9.253182,109,2.646378,37.40724,6.856,-0.1297966,58.54475,1.528916,-12.14815,1.866362,45.09573,-0.6219901,9.437,32.2912,-0.305168,6.485,2.851,47.60043,NG
-1.48239,-24,-1.545669,67,2.22185,20.55608,14.064,-0.01083716,44.07892,1.728949,-6.406832,1.688382,24.6044,-0.5594625,15.767,20.89018,-0.09951541,7.127,5.194,35.28745,G
-52.71343,-34,-62.36771,157,3.091884,105.7125,4.107,1.048391,90.73996,1.871244,-27.26729,2.614723,128.2207,-1.28789,5.214,146.5582,-0.5201395,3.212,2.761,77.79989,NG
-36.4909,-46,-27.75206,176,2.721951,63.03739,3.287,0.8557328,58.49361,1.447524,-16.34681,2.073022,86.6371,-1.170634,4.681,66.16237,-0.6927458,3.333,2.503,49.38414,NG
-19.21861,19,-16.78947,58,2.763964,24.21617,2.73,0.07708448,52.91537,0.655712,-17.27102,1.204078,40.6406,-0.2920937,5.366,41.06135,-0.3053236,4.62,3.354,43.31238,NG
-11.75395,-45,-12.10692,147,2.879885,31.18406,7.238,-0.5773149,78.32189,1.780899,-18.33427,1.347459,53.1825,-1.062226,11.681,42.99747,0.02421541,9.169,4.588,58.38678,G
-5.701981,-24,-9.441687,121,1.792342,30.00576,6.65,0.3572632,62.11378,2.028673,-15.63927,1.303152,51.94759,-0.4262363,8.212,35.55578,0.1619051,4.818,4.788,58.16694,G
-29.5244,-29,-32.68106,120,2.751482,77.41368,2.86,-0.02623887,92.28425,1.635402,-25.87155,2.577689,102.5861,-1.021432,4.282,75.39767,-0.5512662,3.186,2.017,77.55181,G
-24.76857,-31,-16.94662,122,2.62083,64.97263,5.42,0.3672756,63.99721,1.404938,-20.64565,1.627551,68.856,-0.4333847,8.66,40.74568,-0.1943759,6.754,3.003,59.95826,NG
-3.592037,-24,-5.176886,14,2.253667,14.49452,4.49,0.136412,22.58738,2.156467,-4.212727,1.462076,14.40924,-0.362291,5.464,13.58391,-0.1051012,3.114,3.449,19.28745,G
-41.86334,-29,-35.55389,155,2.287976,68.4025,3.005,-0.0810306,117.3832,1.055537,-37.56225,2.039287,102.7994,-0.358118,4.486,86.80181,1.02662,3.331,2.595,93.93203,NG
-21.15712,-41,-19.39141,121,2.57636,62.38933,5.652,-0.3723085,103.3663,2.024257,-21.09867,2.112866,82.80919,-0.5230554,7.417,52.98196,-0.4907381,4.803,3.488,83.00624,G
-24.92897,-35,-23.06981,133,2.562635,60.1293,19.373,-0.06099082,74.59775,1.400485,-24.62917,2.078657,66.4852,-0.2795341,57.027,57.65864,2.061122,53.635,4.597,66.77225,G
-34.60018,-39,-32.18953,162,3.202289,65.0149,3.231,0.4955617,65.46319,1.994437,-17.60963,2.327926,82.14838,-1.085077,4.803,71.32607,-0.329408,3.554,2.059,56.05229,NG
-64.81224,-38,-63.09701,167,3.507297,86.18176,5.47,1.509208,117.2951,1.364294,-20.34499,2.920448,136.9414,-0.8491383,8.38,136.0289,-0.4948747,6.349,3.967,82.30122,NG
-27.02281,-57,-31.16057,135,2.923737,60.87885,5.026,0.4540461,70.25544,1.967247,-17.55555,2.037542,79.04867,-0.6206248,7.06,71.33326,-0.316729,4.957,4.233,62.61138,NG
-34.75729,-22,-21.80135,155,2.976131,58.39798,3.36,0.211629,59.29505,1.620347,-18.97211,1.990499,82.53522,-0.5667696,6.304,54.16574,-0.0765042,5.334,3.062,49.0957,NG
-41.60936,-49,-46.14484,138,3.164257,101.1498,3.75,0.3720495,91.78994,1.719092,-19.34238,2.698503,127.6008,-1.159565,5.139,115.3068,-0.3838065,3.514,2.507,80.18517,NG
-22.83256,-30,-18.29084,111,1.895543,60.09707,5.182,-0.5702951,106.6007,1.921262,-36.46443,1.745888,85.72995,-0.5350021,6.173,66.74945,-0.3095783,3.353,3.032,98.87534,G
-31.34301,-32,-21.1572,135,2.121668,79.81907,6.961,-0.4762163,111.4403,1.828123,-24.28899,1.86556,98.42564,-0.5320137,7.681,49.95064,-0.6573095,3.247,3.948,84.28082,G
-98.58578,36,-90.07831,206,3.467822,114.2013,7.18,0.06540116,164.8653,0.6289412,-67.07378,1.958901,161.7801,-1.32118,9.295,164.9313,1.83755,5.903,4.084,105.477,NG
-40.37085,-40,-47.77809,183,2.531656,81.36389,4.7,-0.4491349,101.6512,1.638309,-20.59881,2.052578,116.1139,-1.319595,5.786,86.95475,-0.6242967,3.375,2.177,77.49346,NG
-12.85504,-35,-11.99534,165,1.707316,45.64828,6.471,-0.7445754,92.53929,1.659158,-10.11416,1.795071,64.7317,-0.6403439,9.114,35.87894,-0.3159018,6.418,4.041,61.9534,G
-33.38658,-35,-29.59873,162,2.347253,67.86861,4.958,0.09432599,128.3467,1.763705,-39.78933,1.530049,92.353,-0.1579971,6.69,45.88943,-0.3382096,4.492,2.983,100.3834,G
-25.63157,-31,-27.01162,114,2.480158,61.49424,3.624,-0.1126361,69.62047,2.192745,-17.01254,2.149221,76.62395,-0.9254687,4.758,70.67929,-0.2324202,3.082,2.157,59.82047,NG
-47.5773,-43,-32.60905,173,2.975372,74.09119,2.979,0.6307145,50.11872,1.938871,-20.77151,2.548878,93.14657,-1.386865,4.646,78.55432,0.1367977,3.565,2.314,41.06057,NG
-10.05284,-104,-11.76565,103,2.298208,36.69605,3.241,-0.2495637,70.38841,1.957873,-19.55789,1.859572,54.25033,-0.3998313,6.204,38.94029,-0.01691059,5.29,3.221,60.12126,G
-42.1258,-36,-45.97991,155,2.472215,93.96327,4.65,-0.6349869,181.4485,2.191929,-51.78447,1.586001,137.3469,-0.2266067,5.441,64.51033,-0.6032109,2.825,3.391,147.3488,G
-26.59253,-27,-27.0206,128,2.312602,62.65129,5.83,0.08771332,86.73913,2.090797,-21.03593,1.573754,75.78852,-1.34538,7.901,64.93901,0.8784183,5.333,2.483,66.74106,G
-55.57752522,-35,-54.40950222,141,1.46632039,69.70943363,4.608,-0.424035982,188.533413,1.634351881,-59.56910079,1.351301257,130.8166779,0.870683473,5.423,53.78337723,8.419350465,2.858,3.03,139.9489878,NG
-58.49534,-38,-58.46769,164,2.705696,101.3861,4.034,-0.05017895,133.8627,1.324303,-33.33985,1.980274,166.8518,-0.7623186,4.985,145.0709,-0.4455513,2.929,2.101,111.1587,G
-21.68868,-44,-18.46641,107,1.818469,53.94753,3.484,-0.1511982,105.3865,1.899336,-32.14832,1.345238,65.09384,0.2988079,4.761,38.88586,0.09903797,3.245,2.083,92.36305,G
-27.58755186,-31,-24.03675473,155,1.854250605,67.77210578,3.184,-0.362350734,83.41984865,1.455299913,-29.21787094,2.044602223,78.01104863,-0.458210175,4.875,58.03405241,-0.468998595,3.692,2.23,79.36809259,G
-15.74932,-22,-13.72488,139,2.25112,46.52049,3.436,0.3251606,86.77968,1.770459,-11.39206,1.52901,67.09695,-0.1706589,6.315,37.86484,-0.3349674,5.298,3.231,63.50597,G
-12.82822,-19,-9.88624,119,1.991403,47.14376,6.3,0.05500632,103.6488,2.064687,-24.43864,1.263774,64.84818,0.7193236,7.091,28.85278,0.1801289,3.255,3.257,96.43823,G
-24.57528,-42,-21.36892,158,1.781471,63.86963,4.8,0.03873537,122.8305,2.110875,-33.3281,1.351877,82.32911,0.7407375,5.825,35.45309,-0.6970419,3.3,3.332,101.3415,G
-34.36392,-33,-28.66671,153,2.425241,76.04054,4.391,-0.4660803,124.1539,2.020301,-40.63115,1.962334,91.34307,-0.005342514,5.635,73.32094,-0.6831944,3.532,2.069,103.1091,G
-28.44883,-21,-11.18122,141,1.898523,72.67584,3.698,-0.02624148,84.5213,1.730205,-32.07213,1.166343,71.48015,0.9523751,6.163,29.05907,-0.4595035,4.93,2.269,80.45095,NG
-10.94525,-45,-10.76883,136,2.528852,40.28152,4.739,0.1752896,86.23005,1.596503,-8.542701,2.199105,58.04621,-0.6447029,6.519,45.76471,-0.5627882,4.476,3.612,58.65881,G
-39.92965,-48,-40.31398,148,3.522284,93.13547,3.522,0.538553,77.09217,1.377972,-16.96083,2.982939,122.3658,-0.7494777,4.682,111.4053,0.1316814,3.084,2.25,63.61405,NG
-20.55363,-44,-18.43103,118,1.781108,52.94439,5.298,-0.5278776,80.9253,1.824224,-24.35462,1.766967,63.45972,0.3996857,7.526,39.84931,0.04257055,5.345,3.436,70.39719,G
-12.01313,-41,-6.000865,113,1.927513,33.16717,10.899,-0.8027026,108.4656,2.281196,-18.62598,1.303857,49.50234,-0.000785582,14.167,24.52474,1.25968,9.051,6.188,70.83832,G
-20.05074,-24,-11.09637,110,1.771202,61.80777,5.418,-0.07660148,83.83757,2.073616,-17.97351,2.089472,79.11295,0.2663574,7.428,40.30693,-0.6461091,5.082,2.704,78.74954,G
-20.45295,-19,-13.68872,134,1.786284,60.58428,5.115,-0.317968,116.3454,1.71637,-31.12372,1.740074,89.27965,0.4952643,5.993,52.19462,0.1407905,3.123,3.355,110.3256,G
-24.04866,-48,-18.22442,129,2.211028,54.50655,4.714,-0.09676687,107.2124,1.907463,-28.4999,1.787132,67.80414,0.4369977,5.38,40.84315,0.2736677,2.593,2.115,78.47316,G
1.444608,-46,-1.262071,155,1.543671,21.6375,15.095,0.01321707,75.72402,1.582445,-8.820918,1.863966,49.22865,-0.1422821,19.813,25.31596,-0.05095972,12.833,7.504,60.7069,G
-29.84848,31,-27.57363,200,2.257905,59.42593,4.762,-0.4905156,77.71166,1.285856,-26.31096,1.920231,76.67411,-1.049457,5.643,66.48568,2.292184,3.028,2.003,71.71826,NG
-43.26026,-30,-28.85353,153,2.532442,65.60597,4.768,-0.7768001,145.4007,1.167539,-50.31003,1.806777,95.35941,0.1421983,5.577,56.03048,9.019961,2.895,2.934,107.5478,G
-20.38354,-47,-22.77567,122,2.262295,54.09533,6.646,0.1216116,171.8035,1.918998,-14.23853,1.677645,90.35539,-0.6895856,9.526,77.3854,0.2914937,6.825,4.545,103.9282,G
-28.84059,-41,-26.55498,151,1.967237,74.70281,4.575,-0.3902947,175.153,1.674058,-38.14842,2.027995,111.0802,0.1572221,8.072,64.59917,0.06497169,6.65,2.631,129.4164,G
-34.29274,-23,-26.81403,112,2.590476,62.51771,4.604,0.2702815,127.1802,1.943124,-39.39415,1.138507,90.19864,-0.3116823,5.381,84.05664,0.00012543,2.787,2.144,104.1098,G
-38.97434,-35,-38.79011,134,3.613859,83.68753,3.462,1.858524,72.50247,1.305843,-13.22977,2.696716,115.0136,-1.447726,7.164,97.42367,0.005824168,6.272,3.158,54.24516,NG
-31.52363,-32,-29.383,178,1.866008,73.30788,3.314,0.04218384,88.02862,1.926447,-30.93219,1.457977,87.10186,-0.6129234,4.148,65.48274,-0.5880322,2.494,2.088,82.37261,G
-52.71478,-42,-51.87107,116,2.113219,62.8551,4.66,-0.8794122,199.1968,1.180884,-53.47522,2.005436,130.104,-1.096001,5.524,128.0812,41.00809,2.967,2.255,135.436,NG
-23.32048,-49,-20.13669,138,2.280002,61.64262,4.824,-0.2370114,198.2648,2.064137,-35.06947,1.92333,120.4077,-0.3801028,6.538,69.22217,-0.4281936,4.413,3.301,140.3121,G
-21.19389,-25,-16.75537,120,2.096894,57.29112,7.764,-0.03382556,95.8681,2.123851,-17.64538,2.044337,89.87767,-0.6561999,9.859,54.51501,0.2395648,6.077,3.932,78.16929,G
-7.357738,-65,-5.446833,113,2.6054,36.95038,6.326,-0.04855223,117.2399,1.672978,-15.83921,1.389716,51.67058,-0.2560836,10.598,35.20837,0.09977266,8.504,3.756,78.89221,G
-57.77106,-27,-50.52749,98,2.301213,69.98664,5.275,-0.6136998,214.2809,1.461801,-59.30437,2.032201,146.2748,-0.1244713,7.217,136.1834,25.43297,4.925,2.456,149.0639,G
-11.91042,-18,-7.605801,124,1.934956,40.37169,5.35,0.1622144,59.69369,2.051158,-13.34417,1.525463,55.48469,-0.06982328,6.339,32.77899,0.2449209,3.4,2.21,55.46573,G
-19.31214,-33,-12.89686,158,2.333506,47.63652,26.842,0.2740015,138.4269,2.079863,-23.01425,1.913473,72.8455,0.8352211,59.621,30.66432,6.978394,53.238,10.629,86.59837,G
-27.96459,-23,-14.89882,110,2.011681,73.44688,4.795,0.2818913,84.26141,1.918211,-26.35345,1.427318,81.77489,0.06892076,7.188,44.0534,-0.6103474,5.355,2.53,76.32497,G
-33.2236,-36,-21.71394,168,3.212332,53.60897,3.558,0.5544965,59.2389,1.639813,-20.23561,2.301804,76.6586,-0.6698095,7.491,59.90458,-0.4829508,6.592,3.742,45.55804,NG
-39.00224,-29,-28.82602,147,1.989598,83.49973,4.091,-0.1251716,119.0304,1.939808,-34.33359,1.834576,106.8715,-0.06500948,5.142,61.24996,-0.2505056,3.114,2.325,95.37942,G
-47.60613,-38,-27.95812,133,2.70255,56.85879,3.868,1.178248,49.23414,1.847171,-20.99791,2.269479,86.13798,-0.9948364,5.393,66.66464,0.09018715,3.758,2.309,39.94638,NG
-39.16307,-35,-34.8237,117,2.436337,79.88987,7.296,0.2115155,109.0203,1.911501,-29.52629,2.489415,106.9455,-0.4783841,9.214,83.57605,4.866957,5.627,3.702,82.27342,G
-44.31985,-20,-54.56041,107,2.522939,71.51149,7.194,-0.01269599,186.1091,1.727067,-52.6064,1.540145,117.8703,0.4205184,9.771,70.88315,5.579739,6.611,3.289,137.6864,G
-38.57866,-27,-27.49923,154,2.993698,65.33588,3.306,1.044741,55.42401,1.427749,-16.68322,2.173642,88.83149,-0.9775217,4.758,63.91014,-0.271296,3.422,2.668,48.84221,NG
-41.37425,-38,-26.44288,195,2.630351,63.03101,4.119,0.4234619,60.18207,1.319037,-16.47519,3.080983,89.44441,-1.248493,6.401,57.58847,-0.1240343,4.9,2.324,50.55508,NG
-26.13878203,-24,-12.14472554,127,1.950364372,60.64686342,5.148,-0.382684024,107.8067827,1.943808521,-24.66506804,1.51621163,82.53695895,-0.72915247,6.018,42.7121022,0.043224269,3.116,3.054,73.04887409,G
-31.4303,-36,-26.53655,114,2.837157,66.2267,4.258,0.03537863,94.9823,2.196371,-23.85295,1.662929,91.13678,-0.3267691,5.644,65.99775,-0.2502785,3.704,2.194,73.96492,G
-7.135843,-22,-24.71771,97,2.135941,47.51585,9.201,-0.01488382,124.8895,2.008107,-14.61093,1.468743,86.03153,-0.06857231,12.912,79.66659,-0.6107183,9.058,5.957,116.3426,NG
-25.19853,-59,-12.36569,146,1.966614,49.62985,5.093,-0.3516141,100.3926,1.665582,-20.06499,1.711853,65.61547,-0.3040576,10.082,33.57435,0.2568609,8.702,4.372,69.09972,G
-58.18564,-51,-49.06282,145,2.289984,87.68999,4.653,-0.657818,191.3089,1.188068,-63.7134,1.716032,132.1785,-1.032517,5.86,101.498,3.973631,3.562,3.264,142.5402,NG
-53.23496,-48,-51.59343,180,3.396359,99.85657,3.475,0.7477619,76.55855,1.846837,-17.68431,2.546998,134.2914,-1.225472,6.153,113.382,-0.3683126,5.078,2.078,64.676,NG
-41.29054,-58,-23.00932,123,2.72682,83.24639,4.924,0.1074588,131.7304,1.458101,-34.13968,2.451253,116.5961,-0.7247596,6.449,56.2481,0.2264523,4.164,2.774,88.33553,NG
-19.55354073,-34,-9.374684885,115,1.980462148,48.28128403,5.121,0.327369022,95.14733126,1.443681662,-17.05823138,2.065611623,84.77945576,-0.24426689,8.941,61.5413598,-0.350299476,7.329,3.902,70.48705777,G
-16.43588,-23,-10.46518,128,2.008327,47.14205,4.627,-0.581719,90.4397,2.07054,-27.23349,1.109153,61.38361,0.3519695,5.56,31.44987,-0.2112206,3.084,2.031,80.74433,G
-39.24266,-31,-29.57385,131,2.79906,59.19359,4.941,-0.3451689,100.0043,0.9182704,-32.41268,1.668838,92.15607,-0.614052,5.827,74.96355,5.910411,3.088,3.35,78.87202,G
-10.68183,-71,-11.73331,109,1.970019,36.82711,4.684,-0.3855636,74.69164,1.970598,-13.54952,2.017055,51.80482,-0.2764596,6.557,32.94484,-0.1383176,4.589,3.176,56.64334,G
-21.15238,-31,-17.87437,139,2.582876,55.77041,5.34,-0.54595,86.4916,2.145833,-27.00797,1.578662,70.95248,-0.2839719,7.637,38.6727,-0.1961598,5.46,3.998,72.1463,G
-25.70909,-58,-25.64544,153,2.273649,43.32824,13.366,-0.4341598,126.6089,1.407783,-21.65487,1.314491,67.35972,-0.391443,15.381,34.63754,5.00025,7.611,3.848,75.62437,NG
-47.1767,-51,-51.01126,165,3.571092,116.0824,4.933,0.7273394,90.9013,1.730278,-17.5316,3.162966,134.8935,-1.239021,5.708,133.4461,-0.5604208,2.873,2.539,76.4998,NG
-28.07165,-23,-21.89993,107,2.302873,56.63373,4.2,0.501523,98.71442,2.022859,-22.29175,1.538948,71.86976,-0.5851722,4.696,39.68023,0.799207,2.1,2.97,60.17092,NG
-52.35101,-40,-44.06099,157,2.32052,79.90946,3.413,0.2849726,124.3868,0.9312609,-37.48572,1.854836,130.5586,-0.9386386,5.892,84.41929,11.64015,4.804,2.298,98.01225,NG
-33.99424,-29,-13.32085,128,2.218745,55.53654,4.614,0.3061174,106.351,1.771297,-38.41886,1.607204,86.74218,-0.6232503,5.48,63.50636,-0.01354737,2.957,2.133,87.76297,G
-7.191763,-48,-7.877462,131,2.449963,32.29193,24.537,0.002243412,112.6262,1.328409,-13.43342,1.09417,53.71633,0.5009568,70.885,40.63072,5.759935,66.503,19.531,83.86021,G
-14.9673448,-31,-21.53896656,112,2.239386154,47.19315338,4.968,-0.448089057,88.78005097,1.454961622,-25.35605844,1.433356304,72.59999519,-1.166622873,6.795,86.86028931,-0.038199292,4.635,2.373,85.28071129,G
-23.29466,-48,-22.59981,146,2.446193,52.50492,4.484,0.5799815,67.90435,1.558122,-18.42241,2.645012,77.74292,-0.3272034,5.505,55.7418,-0.5335764,3.194,2.757,56.34932,NG
-36.92125,-31,-31.61838,151,2.336657,77.10839,6.101,-0.553918,130.392,1.968884,-32.42547,1.654741,100.6603,-0.6651658,6.906,60.11875,2.868747,3.235,3.204,89.73941,G
-24.00712,-21,-12.91336,147,1.455201,60.39699,10.589,0.0577858,122.2685,2.129425,-30.97953,1.253102,79.89549,0.7671948,14.447,35.70472,3.102451,9.828,3.052,96.44315,G
-23.57932,-20,-14.16702,116,2.091793,53.4889,3.961,-0.4724411,83.32181,1.998621,-23.31986,1.314005,61.54726,0.751043,10.027,26.54286,1.868313,9.211,2.648,66.10854,G
-47.93995,-30,-46.43488,139,2.487787,73.46355,4.463,-0.6369091,196.2192,1.868773,-53.913,1.457105,115.4286,-0.5319516,6.249,128.6715,6.832959,4.375,2.608,132.3691,G
-47.04326,-43,-45.26729,178,3.617104,107.8223,4.641,0.3329029,78.67148,2.125183,-21.40486,2.453869,122.4821,-1.405466,5.83,106.8325,0.2969123,3.528,2.295,70.88011,NG
-36.1534,-34,-31.08879,138,2.084364,79.81342,4.385,0.1236578,119.1528,1.933196,-30.63745,1.894322,93.84011,-0.3558756,6.18,53.34858,-0.01989083,4.354,2.116,84.00475,G
-48.43364,-44,-45.06572,155,2.445256,84.41474,3.15,-0.7534355,190.5056,1.672621,-51.67709,1.25068,121.9164,0.0731682,4.257,116.0892,6.206235,2.864,2.338,133.1506,G
-28.91196,-23,-26.99887,140,2.185687,67.23224,3.013,-0.3154965,78.14481,1.965645,-27.32924,2.058344,76.49662,-0.1748881,4.425,62.83952,-0.3638454,3.241,2.29,71.15877,G
-9.257212,-77,-13.29717,61,2.508184,33.14565,4.589,-0.1530561,54.50194,2.174968,-12.9939,1.886705,45.14363,-1.218457,6.555,55.2636,-0.180531,4.68,2.567,44.99148,G
-39.71783,-28,-26.73442,168,3.05093,67.19168,3.713,0.2295432,52.69174,1.45147,-17.59702,2.689166,84.91651,-1.157356,5.304,62.46812,-0.252913,3.788,2.442,46.43428,NG
-33.4969,-37,-28.20195,115,2.068201,52.0083,5.059,-0.8511532,98.22269,1.696068,-28.74332,2.0965,82.86557,-0.6682069,6.851,64.95777,8.534417,4.62,3.783,72.76122,G
-56.55146,-43,-53.33367,143,2.353633,71.23494,2.784,-0.7050438,197.2376,1.820577,-61.03429,1.156842,134.8549,-0.5958235,4.296,131.2906,1.731153,3.272,2.382,149.3309,G
-36.56063,-76,-38.96108,111,1.683929,65.71344,4.802,0.05877375,178.8812,2.005106,-39.68979,1.933155,123.8302,0.0704818,6.023,82.7056,-0.4198393,3.637,3.281,135.9994,G
-28.09422,-23,-24.0664,139,2.674548,54.67931,4.032,0.06571612,55.47287,1.871038,-16.16155,2.404703,75.90577,-1.177183,7.199,58.28,-0.4077466,5.964,3.092,49.61214,NG
-34.12833253,-27,-14.03726424,106,2.299359053,89.98211964,3.9,0.391478952,104.6555465,1.48964602,-29.19564733,2.49736964,109.8366002,0.416501501,6.845,41.01873426,-0.0382596,5.625,2.425,84.79194343,G
-49.93118,-40,-49.10482,158,3.09115,106.5694,4.585,0.000134573,116.131,2.087023,-33.31975,1.823263,138.5699,-0.8507222,6.459,140.746,-0.2085563,4.55,4.131,104.6486,NG
-30.51878,-33,-32.18708,117,2.245548,80.43936,3.755,-0.6918747,154.2415,1.977635,-42.21637,1.978006,101.0435,-0.7371687,4.942,80.04836,-0.3838864,3.214,2.441,124.0698,G
-24.85259,-26,-21.01497,134,2.071834,62.03099,4.079,0.2291118,63.01611,2.135029,-21.33576,1.452668,64.52826,-0.2659745,6.49,54.08228,0.4539075,5.048,2.24,59.96284,G
-30.58717,-36,-21.97747,131,2.141486,77.05711,5.477,-0.3408575,158.2172,1.994004,-31.29604,1.663164,98.19433,-0.1069708,7.99,62.63956,-0.08262688,5.818,2.671,110.9448,G
-39.27939,-43,-29.57919,150,3.400546,65.15106,3.565,1.720442,40.85467,1.432289,-10.60573,3.625335,87.34444,-1.148309,5.38,63.22928,-0.3541411,4.029,2.042,36.30386,G
-29.28011,-38,-29.32205,173,2.388744,57.25822,4.542,0.1154689,63.90804,1.446395,-15.94123,1.856519,84.21594,-0.8795345,6.723,69.26695,-0.646725,4.957,2.712,57.56186,NG
-34.54674,32,-32.40349,186,2.920714,73.6636,2.109,-0.64016,84.84949,0.7560682,-28.14477,2.04935,87.98611,-0.2290368,2.983,72.41447,-0.1012438,2.109,2.109,77.63362,NG
-33.5906,-43,-25.83284,173,1.975893,54.68283,5.046,-0.84289,143.8998,1.361272,-41.2846,1.355945,86.7926,-0.5355515,8.278,69.45641,6.102243,6.563,3.451,108.0469,NG
-40.57902,-43,-41.4626,126,2.416288,73.826,4.81,0.1013992,150.6745,1.491541,-45.04865,1.284414,105.9075,-0.6414799,5.633,84.28851,-0.2923765,2.93,2.033,109.2166,G
-49.0778,28,-54.10613,191,2.621129,67.24748,4.068,-0.2659169,176.8568,1.50649,-48.94547,1.867711,118.4129,-0.691953,5.062,88.51581,5.404287,3.013,2.324,121.0209,NG
-49.32071,-51,-47.22549,169,1.867047,80.81167,3.289,-0.3335647,200.7698,1.743444,-52.60133,1.81284,118.6246,-0.1285072,5.765,77.35023,4.463663,4.735,2.474,126.4443,NG
-16.90913,-22,-21.2956,78,1.924635,47.18088,5.25,0.0397461,114.6877,2.068457,-26.38477,2.043695,77.61803,-0.7239675,6.337,82.15808,-0.4773126,3.548,2.002,100.1155,G
-26.56874,-52,-27.56943,159,2.895137,66.3603,3.255,0.7075334,66.07447,1.870885,-16.73218,2.46927,81.54829,-0.5718519,5.58,64.30193,-0.638115,4.533,2.228,59.63125,NG
-31.88449,-30,-19.72889,130,2.166658,87.91915,3.885,-0.1534171,97.87987,1.827058,-29.79264,2.131724,97.44284,-0.2151071,6.226,48.75491,-0.1532097,4.865,2.281,89.25074,G
-63.10464,-44,-41.28376,147,2.84823,96.11317,3.341,0.5475438,104.132,1.601851,-27.04464,2.723555,119.7378,-1.282573,4.674,107.8509,0.1978423,3.269,2.029,76.47951,NG
-16.56075,-22,-11.77683,122,1.546499,47.68162,5.378,-0.5996361,70.62225,1.474624,-22.81561,1.57587,52.88742,0.7551345,7.374,29.85355,-0.2053129,5.045,2.898,64.30476,G
-51.08233,-29,-46.06687,154,2.855478,74.822,3.259,-0.4424824,93.43266,1.681486,-29.52961,2.771214,113.5953,-0.5882608,5.402,57.95254,-0.3695293,4.309,2.745,70.4421,NG
-7.739693,-22,-5.853148,108,2.425284,40.29469,11.636,-0.3675606,75.03608,2.252057,-8.070285,1.767188,62.28027,-0.02776525,16.125,32.62153,-0.3995258,11.164,6.616,69.58681,G
-36.65250862,-21,-11.45774218,129,1.928789663,90.83002053,7,-0.563090594,175.4600158,1.746961506,-37.62820983,1.474638029,110.6702127,0.531521259,8.635,52.68881812,0.473566273,5.056,2.805,117.9211042,G
-17.75529642,-52,-20.53234682,85,3.223218445,51.18012167,3.488,-0.545274194,108.5522403,1.995564351,-23.17202015,1.29349108,70.85947367,-1.103238395,6.117,95.80976843,0.19290048,5.025,2.269,84.25118403,G
-38.10178,-34,-26.04021,134,2.367424,80.51127,3.613,0.003219751,120.9886,1.667096,-44.08166,1.634276,91.12426,0.06146898,5.002,45.86102,-0.06064878,3.459,2.714,94.40108,G
-48.61249,-33,-35.76351,168,2.71654,81.70236,3.532,0.6874597,175.4412,2.00942,-16.81001,2.149025,118.7324,-1.440592,5.04,93.49305,0.4904276,3.595,2.028,96.43667,NG
-16.04788,-49,-17.71429,119,2.463206,48.11157,6.593,-0.6886376,100.8614,2.129488,-24.21358,1.188848,64.19152,0.4271063,8.106,41.94922,-0.3790223,4.716,3.565,80.70098,G
-31.46182,-40,-24.85775,156,3.147468,57.45604,3.78,0.635967,57.41363,1.787885,-17.05737,2.09035,79.47422,-0.9336077,6.317,60.51263,0.2172054,5.061,2.603,50.67594,NG
-35.36565,-29,-32.35155,169,2.336368,59.24352,4.995,-0.6718684,87.06104,1.372931,-29.83156,1.856904,78.16589,-0.4899105,6.526,79.91047,-0.02102979,4.2,2.314,73.46955,G
-40.24435,-27,-26.96275,125,2.594257,61.43255,3.889,0.1011846,69.21976,1.847102,-25.46078,1.813303,79.86822,-0.2413741,5.5,34.54255,-0.5425326,3.889,2.521,54.07666,NG
-11.3989,-29,-11.93051,127,2.715681,41.76113,9.016,-0.1698323,81.53387,1.381829,-8.928871,1.455302,56.65122,-0.6995493,10.415,40.13714,1.165057,5.214,5.518,57.16526,G
-53.19483,-41,-44.27829,159,2.94385,77.60461,3.837,0.2048498,136.7506,1.317895,-38.31636,2.486641,124.3841,-1.410971,6.276,111.4651,1.217479,4.967,2.635,94.47783,NG
