"","RMSE","method","number"
"1",1520.87773086717,"a.GKR1","193"
"2",5210.38971366418,"a.GKR1","193"
"3",2287.41495528606,"a.GKR1","193"
"4",5354.32975518349,"a.GKR1","193"
"5",6338.34114929328,"a.GKR1","193"
"6",3371.57183550365,"a.GKR1","193"
"7",3437.54108507506,"a.GKR1","193"
"8",3627.34613953135,"a.GKR1","193"
"9",3376.08223825861,"a.GKR1","193"
"10",2134.77422928729,"a.GKR1","193"
"11",4207.39310157325,"a.GKR1","193"
"12",3285.08154740125,"a.GKR1","193"
"13",3658.67373318611,"a.GKR1","193"
"14",4008.41857648656,"a.GKR1","193"
"15",3343.79921207827,"a.GKR1","193"
"16",5466.70312159555,"a.GKR1","193"
"17",3979.78038125839,"a.GKR1","193"
"18",5031.10601334631,"a.GKR1","193"
"19",4369.12230919039,"a.GKR1","193"
"20",1654.57771666195,"a.GKR1","193"
"21",5747.6971341096,"a.GKR1","193"
"22",5255.84751162255,"a.GKR1","193"
"23",5098.69023122293,"a.GKR1","193"
"24",3852.39247306633,"a.GKR1","193"
"25",6295.94238888453,"a.GKR1","193"
"26",4459.0256861412,"a.GKR1","193"
"27",4826.55728407783,"a.GKR1","193"
"28",5806.30194999269,"a.GKR1","193"
"29",4395.30177614474,"a.GKR1","193"
"30",3224.48244981786,"a.GKR1","193"
"31",3840.68584193098,"a.GKR1","193"
"32",4567.60813171049,"a.GKR1","193"
"33",3081.70296044847,"a.GKR1","193"
"34",4083.26571269709,"a.GKR1","193"
"35",6443.60467977018,"a.GKR1","193"
"36",4512.39191955251,"a.GKR1","193"
"37",5271.03347069612,"a.GKR1","193"
"38",3635.6393589411,"a.GKR1","193"
"39",1820.66470888149,"a.GKR1","193"
"40",4069.78489503476,"a.GKR1","193"
"41",5302.33944983261,"a.GKR1","193"
"42",4781.20779032977,"a.GKR1","193"
"43",5087.45678167367,"a.GKR1","193"
"44",3113.54895316587,"a.GKR1","193"
"45",3638.42276581862,"a.GKR1","193"
"46",4843.6542178649,"a.GKR1","193"
"47",3733.15128465362,"a.GKR1","193"
"48",6051.95084935764,"a.GKR1","193"
"49",4368.94892914348,"a.GKR1","193"
"50",4263.79614976893,"a.GKR1","193"
"51",3861.59595553078,"a.GKR1","193"
"52",4772.41011560228,"a.GKR1","193"
"53",6175.99817744663,"a.GKR1","193"
"54",4599.54840975513,"a.GKR1","193"
"55",3597.12554371863,"a.GKR1","193"
"56",3020.43764629318,"a.GKR1","193"
"57",5494.31841718907,"a.GKR1","193"
"58",4545.22196228722,"a.GKR1","193"
"59",2346.48780150334,"a.GKR1","193"
"60",4909.08600806706,"a.GKR1","193"
"61",6219.45207943802,"a.GKR1","193"
"62",4357.75922382259,"a.GKR1","193"
"63",5221.91301112749,"a.GKR1","193"
"64",4424.83705906924,"a.GKR1","193"
"65",4088.48010712007,"a.GKR1","193"
"66",2500.15557486618,"a.GKR1","193"
"67",3884.55759737951,"a.GKR1","193"
"68",3682.38974458953,"a.GKR1","193"
"69",5426.71819066265,"a.GKR1","193"
