"","RMSE","method","number"
"1",2.1326034406081,"a.SKR1","50"
"2",2.23353375560925,"a.SKR1","50"
"3",2.21932906045661,"a.SKR1","50"
"4",2.16838104680059,"a.SKR1","50"
"5",2.16715101018556,"a.SKR1","50"
"6",2.1426038481626,"a.SKR1","50"
"7",2.20346954607949,"a.SKR1","50"
"8",2.16771764809119,"a.SKR1","50"
"9",2.07075887550243,"a.SKR1","50"
"10",2.18375912802291,"a.SKR1","50"
"11",2.10768831249903,"a.SKR1","50"
"12",2.11328273248818,"a.SKR1","50"
"13",2.09599348351168,"a.SKR1","50"
"14",2.14762889077599,"a.SKR1","50"
"15",2.07625952312647,"a.SKR1","50"
"16",2.09584860049801,"a.SKR1","50"
"17",2.14958219360462,"a.SKR1","50"
"18",2.15480037609884,"a.SKR1","50"
"19",2.10840894290988,"a.SKR1","50"
"20",2.0942941594921,"a.SKR1","50"
"21",2.18751391130931,"a.SKR1","50"
"22",2.063438470567,"a.SKR1","50"
"23",2.19306021918868,"a.SKR1","50"
"24",2.16559848588289,"a.SKR1","50"
"25",2.14984822381932,"a.SKR1","50"
"26",2.17684427999795,"a.SKR1","50"
"27",2.17498709829834,"a.SKR1","50"
"28",2.10784297460884,"a.SKR1","50"
"29",2.21103715138955,"a.SKR1","50"
"30",2.18497871300532,"a.SKR1","50"
"31",2.12049457799856,"a.SKR1","50"
"32",2.14633754408326,"a.SKR1","50"
"33",2.10844344314016,"a.SKR1","50"
"34",2.09563252465008,"a.SKR1","50"
"35",2.14695953995901,"a.SKR1","50"
"36",2.13575227826141,"a.SKR1","50"
"37",2.16984893092526,"a.SKR1","50"
"38",2.10927377482288,"a.SKR1","50"
"39",2.15260326960381,"a.SKR1","50"
"40",2.16801190145479,"a.SKR1","50"
"41",2.12922269774091,"a.SKR1","50"
"42",2.19015557039522,"a.SKR1","50"
"43",2.14773961401572,"a.SKR1","50"
"44",2.11258245528397,"a.SKR1","50"
"45",2.16888889877341,"a.SKR1","50"
"46",2.12155421193988,"a.SKR1","50"
"47",2.15727718664796,"a.SKR1","50"
"48",2.14664223725407,"a.SKR1","50"
"49",2.15151869563057,"a.SKR1","50"
"50",2.11565795736695,"a.SKR1","50"
"51",2.23456684922015,"a.SKR1","50"
"52",2.12146674439618,"a.SKR1","50"
"53",2.21641385739603,"a.SKR1","50"
"54",2.1145163299908,"a.SKR1","50"
"55",2.19487863180641,"a.SKR1","50"
"56",2.13876713136901,"a.SKR1","50"
"57",2.13791767498444,"a.SKR1","50"
"58",2.11347073203844,"a.SKR1","50"
"59",2.17223911639931,"a.SKR1","50"
"60",2.17984364982221,"a.SKR1","50"
"61",2.16132377369565,"a.SKR1","50"
"62",2.18558245846617,"a.SKR1","50"
"63",2.169504073721,"a.SKR1","50"
"64",2.17087122743035,"a.SKR1","50"
"65",2.23310317142242,"a.SKR1","50"
"66",2.06111201161484,"a.SKR1","50"
"67",2.17790585584096,"a.SKR1","50"
"68",2.12655359821357,"a.SKR1","50"
"69",2.13859389581871,"a.SKR1","50"
"70",2.11177494631654,"a.SKR1","50"
"71",2.11281533142014,"a.SKR1","50"
"72",2.10979691377558,"a.SKR1","50"
"73",2.1789698464691,"a.SKR1","50"
"74",2.24514702871296,"a.SKR1","50"
"75",2.11951363691325,"a.SKR1","50"
"76",2.18638522883877,"a.SKR1","50"
"77",2.09331449798711,"a.SKR1","50"
"78",2.11476362235445,"a.SKR1","50"
"79",2.17496943617497,"a.SKR1","50"
"80",2.20011164229745,"a.SKR1","50"
"81",2.07614859529497,"a.SKR1","50"
"82",2.19087748084933,"a.SKR1","50"
"83",2.20869201726197,"a.SKR1","50"
"84",2.08911188024434,"a.SKR1","50"
"85",2.12385844874935,"a.SKR1","50"
"86",2.08454854781135,"a.SKR1","50"
"87",2.18849672136115,"a.SKR1","50"
"88",2.19557530494352,"a.SKR1","50"
"89",2.11847527755102,"a.SKR1","50"
"90",2.19639508589669,"a.SKR1","50"
"91",2.13009308254798,"a.SKR1","50"
"92",2.1219314189498,"a.SKR1","50"
"93",2.14160931511721,"a.SKR1","50"
"94",2.15951934672818,"a.SKR1","50"
"95",2.11776732506854,"a.SKR1","50"
"96",2.10158534418861,"a.SKR1","50"
"97",2.21318757169955,"a.SKR1","50"
"98",2.17126627783778,"a.SKR1","50"
"99",2.14174919531865,"a.SKR1","50"
"100",2.11003800474883,"a.SKR1","50"
"101",2.23120655416679,"i.SKR2","50"
"102",2.34069051770405,"i.SKR2","50"
"103",2.2991201542362,"i.SKR2","50"
"104",2.26800684412464,"i.SKR2","50"
"105",2.27040481357467,"i.SKR2","50"
"106",2.25017386335373,"i.SKR2","50"
"107",2.30192463172625,"i.SKR2","50"
"108",2.24517942280479,"i.SKR2","50"
"109",2.16607150658723,"i.SKR2","50"
"110",2.26671585475193,"i.SKR2","50"
"111",2.19575087453315,"i.SKR2","50"
"112",2.21304934962783,"i.SKR2","50"
"113",2.20607917585542,"i.SKR2","50"
"114",2.25600575901645,"i.SKR2","50"
"115",2.16981991585639,"i.SKR2","50"
"116",2.20037798035368,"i.SKR2","50"
"117",2.25440810302877,"i.SKR2","50"
"118",2.25757502164042,"i.SKR2","50"
"119",2.21461830524557,"i.SKR2","50"
"120",2.19273641485696,"i.SKR2","50"
"121",2.28886361602473,"i.SKR2","50"
"122",2.16244172837833,"i.SKR2","50"
"123",2.29272175269362,"i.SKR2","50"
"124",2.27598628940435,"i.SKR2","50"
"125",2.24856361150647,"i.SKR2","50"
"126",2.27443048343946,"i.SKR2","50"
"127",2.28539314892343,"i.SKR2","50"
"128",2.20788342411054,"i.SKR2","50"
"129",2.30557915550243,"i.SKR2","50"
"130",2.22645354530243,"i.SKR2","50"
"131",2.21924671662735,"i.SKR2","50"
"132",2.24886186523881,"i.SKR2","50"
"133",2.21455858107288,"i.SKR2","50"
"134",2.20398951872504,"i.SKR2","50"
"135",2.24580896658224,"i.SKR2","50"
"136",2.22737560500859,"i.SKR2","50"
"137",2.27704466901428,"i.SKR2","50"
"138",2.21109951589169,"i.SKR2","50"
"139",2.25447768016349,"i.SKR2","50"
"140",2.27758311332132,"i.SKR2","50"
"141",2.23100202297152,"i.SKR2","50"
"142",2.28357489142542,"i.SKR2","50"
"143",2.24779742703978,"i.SKR2","50"
"144",2.21846719706235,"i.SKR2","50"
"145",2.26177392620683,"i.SKR2","50"
"146",2.21620538400532,"i.SKR2","50"
"147",2.25959272615286,"i.SKR2","50"
"148",2.24029859756821,"i.SKR2","50"
"149",2.24517897222024,"i.SKR2","50"
"150",2.2084079811753,"i.SKR2","50"
"151",2.33626979088217,"i.SKR2","50"
"152",2.21740650606692,"i.SKR2","50"
"153",2.31158244109905,"i.SKR2","50"
"154",2.21937064941143,"i.SKR2","50"
"155",2.29773117940444,"i.SKR2","50"
"156",2.23962314368157,"i.SKR2","50"
"157",2.23715276623796,"i.SKR2","50"
"158",2.21300861301428,"i.SKR2","50"
